customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag,TenureGroup,NumServices,AvgChargesPerMonth,IsNewCustomer,IsMonthToMonth,IsElectronicCheck,ChurnProbability,RiskSegment,RevenueAtRisk
3458-IDMFK,Male,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.75,499.4,No,0,25-48,0,19.976,0,0,0,0.0418,Faible,0.0
6933-FHBZC,Female,No,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,56.05,1553.2,No,0,25-48,2,59.73846153846154,0,0,0,0.1183,Faible,0.0
0221-NAUXK,Male,No,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.95,219.5,No,0,0-12,0,21.95,0,0,0,0.0799,Faible,0.0
9770-KXGQU,Female,No,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,98.6,5311.85,No,0,49-60,4,100.22358490566039,0,0,0,0.1264,Faible,0.0
6437-UKHMV,Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.7,586.05,Yes,1,0-12,1,83.72142857142856,0,1,1,0.8042,Élevé,956.4000000000001
6538-POCHL,Male,No,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.0,2576.8,No,0,25-48,2,78.0848484848485,0,1,0,0.3947,Moyen,0.0
6726-NNFWD,Female,Yes,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),89.45,6435.25,No,0,60+,3,90.63732394366197,0,0,0,0.0392,Faible,0.0
3002-WQZWT,Female,No,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,1993.25,No,0,25-48,0,68.73275862068965,0,1,1,0.7129,Élevé,890.4000000000001
4277-UDIEF,Male,No,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.0,1923.85,No,0,13-24,4,80.16041666666666,0,1,0,0.1516,Faible,0.0
1208-NBVFH,Male,No,Yes,Yes,20,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.6,939.8,No,0,13-24,1,46.989999999999995,0,1,1,0.3867,Moyen,0.0
4912-PIGUY,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.6,84.6,No,0,0-12,1,84.6,1,1,1,0.9049,Élevé,1015.1999999999999
1114-CENIM,Male,No,No,Yes,54,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.0,3092.65,Yes,1,49-60,1,57.2712962962963,0,1,0,0.2253,Faible,0.0
6060-DRTNL,Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.85,415.55,Yes,1,0-12,2,83.11,1,1,0,0.7708,Élevé,1018.1999999999999
2725-TTRIQ,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5986.55,No,0,60+,5,83.14652777777778,0,0,0,0.0262,Faible,0.0
3374-TTZTK,Male,No,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,106.3,5487.0,No,0,49-60,6,105.51923076923077,0,0,1,0.1622,Faible,0.0
8990-ZXLSU,Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.05,651.5,No,0,0-12,0,72.38888888888889,0,1,1,0.663,Élevé,828.5999999999999
2275-RBYQS,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,No,0,0-12,0,45.4,1,1,0,0.7637,Élevé,544.8
8473-VUVJN,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,73.65,Yes,1,0-12,0,73.65,1,1,1,0.8923,Élevé,883.8000000000001
6289-CPNLD,Male,No,Yes,Yes,33,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,73.9,2405.05,Yes,1,25-48,4,72.88030303030304,0,0,0,0.1109,Faible,0.0
5536-SLHPM,Female,No,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.75,4458.15,Yes,1,49-60,1,81.05727272727272,0,1,1,0.5281,Moyen,0.0
4419-UJMUS,Male,No,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,99.35,6856.45,No,0,60+,3,99.36884057971014,0,0,1,0.2569,Faible,0.0
7794-JASDG,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.75,50.75,No,0,0-12,1,50.75,1,1,0,0.6747,Élevé,609.0
7609-YBPXG,Male,No,No,No,54,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.1,4735.2,No,0,49-60,5,87.68888888888888,0,0,0,0.0645,Faible,0.0
5519-TEEUH,Male,No,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,682.15,No,0,25-48,0,20.671212121212122,0,0,0,0.0442,Faible,0.0
7856-GANIL,Male,Yes,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),98.7,4525.8,No,0,25-48,4,100.57333333333334,0,0,0,0.2343,Faible,0.0
0804-XBFBV,Female,No,No,Yes,11,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.2,321.05,No,0,0-12,0,29.186363636363637,0,1,1,0.4186,Moyen,0.0
2676-OXPPQ,Male,No,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.7,335.65,No,0,0-12,2,55.94166666666666,1,1,0,0.2758,Faible,0.0
3703-TTEPD,Male,No,No,No,21,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),65.35,1424.4,No,0,13-24,3,67.82857142857144,0,1,0,0.1743,Faible,0.0
2799-TSLAG,Female,No,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.3,1748.55,No,0,60+,0,26.90076923076923,0,0,0,0.0254,Faible,0.0
0196-VULGZ,Female,Yes,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.35,474.9,Yes,1,0-12,1,79.14999999999999,1,1,1,0.8307,Élevé,1012.1999999999999
8837-VVWLQ,Female,No,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.95,668.4,Yes,1,0-12,2,83.55,0,1,1,0.5579,Moyen,0.0
2696-NARTR,Male,No,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.85,926.25,Yes,1,0-12,1,84.20454545454545,0,1,1,0.6498,Élevé,886.1999999999999
2208-NKVVH,Male,No,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.25,1077.95,No,0,25-48,0,25.06860465116279,0,0,0,0.0236,Faible,0.0
7614-QVWQL,Male,No,Yes,Yes,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),51.8,2541.25,Yes,1,49-60,3,51.86224489795919,0,0,0,0.1849,Faible,0.0
1976-CFOCS,Female,Yes,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,46.0,Yes,1,0-12,0,46.0,1,1,1,0.754,Élevé,552.0
4631-OACRM,Male,Yes,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.4,1156.1,Yes,1,13-24,1,77.07333333333332,0,1,1,0.7062,Élevé,952.8000000000001
7139-JZFVG,Male,No,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),60.5,3694.45,No,0,49-60,3,61.57416666666666,0,0,0,0.0183,Faible,0.0
4987-GQWPO,Male,No,No,No,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.1,382.8,No,0,13-24,0,22.51764705882353,0,1,0,0.2999,Faible,0.0
3755-JBMNH,Male,Yes,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.8,1167.8,Yes,1,13-24,0,72.9875,0,1,0,0.5116,Moyen,0.0
1757-TCATG,Male,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.05,746.75,No,0,25-48,0,21.335714285714285,0,0,0,0.0352,Faible,0.0
6345-ULYRW,Male,Yes,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,88.4,3912.9,Yes,1,25-48,2,88.92954545454546,0,0,0,0.1869,Faible,0.0
4776-XSKYQ,Female,No,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),30.25,368.85,No,0,0-12,1,30.7375,0,0,0,0.1277,Faible,0.0
8048-DSDFQ,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,No,0,0-12,0,20.2,1,1,0,0.5956,Moyen,0.0
5753-QQWPW,Female,No,No,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,59.9,1654.7,No,0,25-48,3,59.096428571428575,0,0,1,0.0897,Faible,0.0
6010-DDPPW,Male,No,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.15,1940.85,No,0,60+,0,27.72642857142857,0,0,0,0.0339,Faible,0.0
1809-DMJHQ,Female,No,No,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,221.7,Yes,1,0-12,0,44.339999999999996,1,1,0,0.3485,Moyen,0.0
6693-FRIRW,Male,No,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.3,1794.65,No,0,13-24,4,99.70277777777778,0,1,0,0.4714,Moyen,0.0
6586-MYGKD,Male,No,Yes,No,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),76.95,5289.8,No,0,60+,4,75.56857142857143,0,0,0,0.0677,Faible,0.0
3173-NVMPX,Female,No,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.3,501.2,No,0,0-12,1,55.68888888888889,0,1,0,0.3879,Moyen,0.0
0248-PGHBZ,Female,Yes,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),92.45,6140.85,No,0,60+,4,91.65447761194031,0,0,0,0.0368,Faible,0.0
0623-GDISB,Female,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.45,48.45,No,0,0-12,1,48.45,1,1,0,0.6141,Élevé,581.4000000000001
2892-GESUL,Female,No,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,309.25,No,0,13-24,0,17.180555555555557,0,0,0,0.0211,Faible,0.0
6923-EFPNL,Male,No,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.75,201.1,Yes,1,0-12,0,50.275,1,1,0,0.4212,Moyen,0.0
7472-EQOAV,Male,Yes,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),86.7,6179.35,No,0,60+,3,87.0330985915493,0,0,0,0.034,Faible,0.0
9574-RKJIF,Male,No,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,2838.7,Yes,1,25-48,3,94.62333333333332,0,1,1,0.4313,Moyen,0.0
2043-WVTQJ,Male,No,Yes,No,1,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.7,55.7,No,0,0-12,2,55.7,1,1,0,0.5929,Moyen,0.0
8034-RYTVV,Female,No,No,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),84.25,4589.85,No,0,49-60,2,83.45181818181818,0,0,0,0.1147,Faible,0.0
3863-QSTYI,Male,No,No,No,59,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.65,3735.45,No,0,49-60,3,63.31271186440678,0,1,1,0.2903,Faible,0.0
2619-WFQWU,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,70.15,Yes,1,0-12,0,70.15,1,1,0,0.8696,Élevé,841.8000000000001
5044-LRQAQ,Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.2,477.55,No,0,0-12,0,68.22142857142858,0,1,0,0.67,Élevé,830.4000000000001
1716-LSAMB,Male,No,Yes,Yes,45,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.65,2553.7,No,0,25-48,2,56.748888888888885,0,0,0,0.0218,Faible,0.0
1333-PBMXB,Female,No,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.75,1342.15,No,0,49-60,0,24.85462962962963,0,0,0,0.0548,Faible,0.0
6546-OPBBH,Male,No,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.95,1216.35,No,0,49-60,0,23.849999999999998,0,0,0,0.0601,Faible,0.0
5985-BEHZK,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),105.0,7578.05,No,0,60+,4,105.25069444444445,0,0,0,0.1373,Faible,0.0
9127-QRZMH,Male,No,Yes,No,44,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),59.85,2603.95,No,0,25-48,3,59.18068181818182,0,0,0,0.0493,Faible,0.0
5919-VCZYM,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,42.7,No,0,0-12,0,21.35,1,1,0,0.2784,Faible,0.0
9644-KVCNC,Female,No,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),92.15,6056.9,No,0,60+,2,91.77121212121212,0,0,0,0.1825,Faible,0.0
2137-DQMEV,Male,No,Yes,Yes,68,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,44.8,2983.65,No,0,60+,3,43.87720588235294,0,0,0,0.0491,Faible,0.0
8174-LNWMW,Female,No,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.9,689.35,No,0,25-48,0,22.23709677419355,0,0,0,0.0295,Faible,0.0
9279-CJEOJ,Female,Yes,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,2025.1,No,0,13-24,2,96.43333333333332,0,1,0,0.7387,Élevé,1144.8000000000002
7964-VEXDG,Male,No,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,1747.2,No,0,13-24,1,83.2,0,1,1,0.4427,Moyen,0.0
2404-JIBFC,Female,No,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.1,4657.95,No,0,49-60,5,84.69,0,0,0,0.0452,Faible,0.0
0778-NELLA,Male,No,No,No,9,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.7,296.1,Yes,1,0-12,1,32.900000000000006,0,1,0,0.5324,Moyen,0.0
8029-XYPWT,Male,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.05,8016.6,No,0,60+,6,112.90985915492958,0,0,0,0.0926,Faible,0.0
4614-NUVZD,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.1,81.1,Yes,1,0-12,1,81.1,1,1,1,0.8949,Élevé,973.1999999999999
4632-PAOYU,Male,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,433.5,No,0,13-24,0,19.704545454545453,0,0,0,0.0436,Faible,0.0
3803-KMQFW,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.55,20.55,Yes,1,0-12,0,20.55,1,1,0,0.5555,Moyen,0.0
6804-GDMOI,Female,No,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,106.6,6428.4,Yes,1,60+,4,105.38360655737705,0,0,1,0.3239,Moyen,0.0
2990-OGYTD,Female,No,Yes,No,67,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.15,5883.85,No,0,60+,5,87.81865671641792,0,0,0,0.0507,Faible,0.0
6646-JPPHA,Female,Yes,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.85,1043.8,No,0,13-24,2,74.55714285714285,0,1,1,0.3703,Moyen,0.0
9572-MTILT,Male,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.75,6252.9,Yes,1,49-60,5,105.98135593220339,0,1,1,0.4209,Moyen,0.0
7658-UYUQS,Male,Yes,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),86.55,1857.25,No,0,13-24,2,88.44047619047619,0,1,0,0.4072,Moyen,0.0
7880-XSOJX,Male,No,No,No,4,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,42.4,146.4,No,0,0-12,3,36.6,1,1,0,0.1964,Faible,0.0
9611-CTWIH,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.45,240.45,Yes,1,0-12,2,80.14999999999999,1,1,1,0.8359,Élevé,1073.4
4589-IUAJB,Male,No,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.25,1724.15,No,0,60+,0,24.630714285714287,0,0,0,0.0339,Faible,0.0
0329-GTIAJ,Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,97.9,315.3,Yes,1,0-12,4,105.10000000000001,1,1,1,0.7507,Élevé,1174.8000000000002
8746-BFOAJ,Male,Yes,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,429.55,No,0,13-24,0,20.454761904761906,0,0,0,0.0705,Faible,0.0
8457-XIGKN,Male,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.6,356.15,No,0,13-24,0,17.807499999999997,0,1,0,0.1344,Faible,0.0
6072-NUQCB,Male,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.25,488.25,No,0,13-24,0,22.193181818181817,0,0,0,0.0451,Faible,0.0
6629-CZTTH,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.7,55.7,Yes,1,0-12,1,55.7,1,1,0,0.7734,Élevé,668.4000000000001
8838-GPHZP,Female,No,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.6,1298.7,No,0,60+,0,20.614285714285714,0,0,0,0.0295,Faible,0.0
8750-QWZAJ,Female,No,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,1378.75,No,0,60+,0,19.696428571428573,0,0,0,0.0178,Faible,0.0
5364-EVNIB,Male,No,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.8,973.45,Yes,1,13-24,2,74.88076923076923,0,1,1,0.6049,Élevé,957.5999999999999
6918-UMQCG,Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.2,384.25,No,0,0-12,1,76.85,1,1,1,0.7216,Élevé,962.4000000000001
0675-NCDYU,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.4,8543.25,No,0,60+,6,118.65625,0,0,0,0.0362,Faible,0.0
6339-DKLMK,Female,No,No,No,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.65,389.95,No,0,13-24,1,29.996153846153845,0,1,1,0.503,Moyen,0.0
1346-PJWTK,Male,No,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),94.15,5731.85,No,0,60+,4,93.96475409836066,0,1,0,0.1567,Faible,0.0
5088-QZLRL,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.65,20.65,No,0,0-12,0,20.65,1,1,1,0.5778,Moyen,0.0
8023-QHAIO,Female,Yes,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.85,4275.75,No,0,49-60,1,76.35267857142857,0,1,0,0.2666,Faible,0.0
4397-FRLTA,Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,84.5,No,0,0-12,0,21.125,1,1,0,0.2007,Faible,0.0
3057-VJJQE,Male,No,No,No,35,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,55.25,1924.1,No,0,25-48,1,54.97428571428571,0,0,0,0.0495,Faible,0.0
5087-SUURX,Female,No,Yes,No,18,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.05,669.85,Yes,1,13-24,2,37.21388888888889,0,1,1,0.5886,Moyen,0.0
2302-OUZXB,Male,No,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),82.15,5784.3,No,0,60+,4,80.3375,0,0,0,0.0528,Faible,0.0
8133-ANHHJ,Female,Yes,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),103.0,5166.2,No,0,49-60,5,105.43265306122449,0,0,0,0.1302,Faible,0.0
2270-CHBFN,Female,No,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.1,4060.55,No,0,25-48,4,92.28522727272728,0,1,0,0.1873,Faible,0.0
0013-EXCHZ,Female,Yes,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.9,267.4,Yes,1,0-12,2,89.13333333333333,1,1,0,0.6795,Élevé,1006.8000000000001
5982-FPVQN,Female,No,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.15,3532.85,No,0,25-48,3,95.48243243243243,0,1,1,0.5214,Moyen,0.0
9107-UKCKY,Male,No,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,79.8,4914.8,No,0,60+,4,80.57049180327868,0,0,1,0.2353,Faible,0.0
4654-ULTTN,Male,No,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.8,5315.8,No,0,60+,4,75.94,0,0,0,0.0536,Faible,0.0
5550-VFRLC,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes,1,0-12,0,69.85,1,1,1,0.8992,Élevé,838.1999999999999
5546-BYZSM,Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.45,775.6,No,0,25-48,0,18.917073170731708,0,1,1,0.1332,Faible,0.0
1492-KGETH,Male,No,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),78.35,5445.95,No,0,60+,5,77.79928571428572,0,0,0,0.0477,Faible,0.0
4929-BSTRX,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.55,53.55,Yes,1,0-12,1,53.55,1,1,0,0.7726,Élevé,642.5999999999999
4163-HFTUK,Male,No,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.1,1007.8,No,0,49-60,0,19.76078431372549,0,0,1,0.0574,Faible,0.0
8215-NGSPE,Female,No,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,833.55,No,0,25-48,0,19.84642857142857,0,0,0,0.0218,Faible,0.0
2225-ZRGSG,Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),93.9,6579.05,Yes,1,60+,4,93.98642857142858,0,0,0,0.0218,Faible,0.0
8859-YSTWS,Male,No,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.95,1004.5,No,0,25-48,0,20.927083333333332,0,0,0,0.0549,Faible,0.0
5271-YNWVR,Male,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.15,7856.0,Yes,1,60+,6,115.52941176470588,0,0,1,0.1241,Faible,0.0
